page_url;category;file_name;link;magnet_link;size;date;seeders;leechers;completed_download
https://nyaa.si;Anime - English-translated;[Judas] Summer Pockets - S01E25 [1080p][HEVC x265 10bit][Multi-Subs] (Weekly);/view/2023443;magnet:?xt=urn:btih:4bc405c526d5a60eb012bf625e09cd77504e693b&dn=%5BJudas%5D%20Summer%20Pockets%20-%20S01E25%20%5B1080p%5D%5BHEVC%20x265%2010bit%5D%5BMulti-Subs%5D%20%28Weekly%29&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce;225.6 MiB;2025-09-24 02:40;51;9;102
https://nyaa.si;Audio - Lossy;SARD UNDERGROUND Album Discography [MP3 320K];/view/2023442;magnet:?xt=urn:btih:1bf2ac337f2ae6331c0cc4e9213e0c882ccdb2ca&dn=SARD%20UNDERGROUND%20Album%20Discography%20%5BMP3%20320K%5D&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce;942.2 MiB;2025-09-24 02:39;10;8;14
https://nyaa.si;Audio - Lossy;Weekly Buzz Tokyo (2025-09-19);/view/2023441;magnet:?xt=urn:btih:5abcb6330f83475c0691db38a27417bf1d6fd507&dn=Weekly%20Buzz%20Tokyo%20%282025-09-19%29&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce;455.0 MiB;2025-09-24 02:33;15;5;16
https://nyaa.si;Anime - Non-English-translated;[FênixFansub] Kekkon Yubiwa Monogatari [BD][1080p][FLAC][PT-BR];/view/2023439;magnet:?xt=urn:btih:d01ef22978d6b21beb3cacf1186e59f740ce66e2&dn=%5BF%C3%AAnixFansub%5D%20Kekkon%20Yubiwa%20Monogatari%20%5BBD%5D%5B1080p%5D%5BFLAC%5D%5BPT-BR%5D&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce;10.8 GiB;2025-09-24 02:25;2;10;1
https://nyaa.si;Anime - Raw;[Doomdos] - 荒古恩仇录·破风篇 - 第07话 - [1080P].mp4;/view/2023438;magnet:?xt=urn:btih:70fbcb06d71294affc00dc3ce473c210903816f6&dn=%5BDoomdos%5D%20-%20%E8%8D%92%E5%8F%A4%E6%81%A9%E4%BB%87%E5%BD%95%C2%B7%E7%A0%B4%E9%A3%8E%E7%AF%87%20-%20%E7%AC%AC07%E8%AF%9D%20-%20%5B1080P%5D.mp4&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce;293.4 MiB;2025-09-24 02:03;1;2;5
https://nyaa.si;Anime - Raw;[Doomdos] - 缥缈剑仙传 - 第19话 - [1080P].mp4;/view/2023437;magnet:?xt=urn:btih:77af9f913a4dfcff24b015bf14acbd0d2c5cf1c6&dn=%5BDoomdos%5D%20-%20%E7%BC%A5%E7%BC%88%E5%89%91%E4%BB%99%E4%BC%A0%20-%20%E7%AC%AC19%E8%AF%9D%20-%20%5B1080P%5D.mp4&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce;509.5 MiB;2025-09-24 02:02;1;2;6
https://nyaa.si;Anime - Raw;[Doomdos] - 这个年纪还能当大侠吗 第二季 - 第05话 - [1080P].mp4;/view/2023436;magnet:?xt=urn:btih:8f7a15b6eadb82b019673338c98ea1e3e9153f61&dn=%5BDoomdos%5D%20-%20%E8%BF%99%E4%B8%AA%E5%B9%B4%E7%BA%AA%E8%BF%98%E8%83%BD%E5%BD%93%E5%A4%A7%E4%BE%A0%E5%90%97%20%E7%AC%AC%E4%BA%8C%E5%AD%A3%20-%20%E7%AC%AC05%E8%AF%9D%20-%20%5B1080P%5D.mp4&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce;149.5 MiB;2025-09-24 02:00;1;3;3
https://nyaa.si;Anime - English-translated;1[LonelyChaser-Inka] Tongari Boushi no Memoru 1-13 Batch;/view/2023435#comments;magnet:?xt=urn:btih:f7c6d06560b97be50d48b4989278558a9c29712f&dn=%5BLonelyChaser-Inka%5D%20Tongari%20Boushi%20no%20Memoru%201-13%20Batch&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce;14.1 GiB;2025-09-24 01:56;2;22;1
https://nyaa.si;Anime - English-translated;(Wonder-Subs) Bakusou Kyoudai Let's & Go!! MAX 03.mkv;/view/2023434;magnet:?xt=urn:btih:2f3885c975ee5f572f319c4d5b1d0a0b3f091b15&dn=%28Wonder-Subs%29%20Bakusou%20Kyoudai%20Let%27s%20%26%20Go%21%21%20MAX%2003.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce;616.7 MiB;2025-09-24 01:32;3;6;9
https://nyaa.si;Anime - Raw;[NanakoRaws] Sakamoto Days Part 2 (TX 1920x1080 x265 AAC);/view/2023433;magnet:?xt=urn:btih:4fb5d6111d41fd16a1746bb851bb5d6e7f1ccb31&dn=%5BNanakoRaws%5D%20Sakamoto%20Days%20Part%202%20%28TX%201920x1080%20x265%20AAC%29&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce;4.8 GiB;2025-09-24 01:04;19;21;31
